scope_category,vendor_a_idx,vendor_b_idx,method,confidence,score,vendor_a_total,vendor_b_total,price_delta_abs,price_delta_pct,qty_mismatch
Electrics,455,455,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,457,457,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,458,458,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,459,459,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,460,460,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,461,461,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,466,466,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,468,468,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,469,469,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,470,470,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,471,471,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,472,472,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,473,473,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,478,478,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,480,480,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,481,481,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,482,482,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,483,483,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,484,484,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,485,485,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,490,490,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,492,492,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,493,493,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,494,494,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,495,495,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,496,496,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,497,497,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,502,502,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,504,504,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,505,505,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,506,506,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,507,507,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,508,508,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,509,509,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,510,510,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,511,511,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,512,512,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,513,513,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,514,514,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,515,515,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,516,516,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,517,517,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,518,518,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,519,519,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,520,520,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Overall,1,1,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Overall,2,2,ITEM_ID_EXACT,AUTO,100.0,18884.0,0.0,-18884.0,-1.0,False
Overall,3,3,ITEM_ID_EXACT,AUTO,100.0,28351.0,0.0,-28351.0,-1.0,False
Overall,4,4,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,5,5,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,6,6,ITEM_ID_EXACT,AUTO,100.0,9850.0,0.0,-9850.0,-1.0,False
Overall,7,7,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,8,8,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Overall,9,9,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,10,10,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,11,11,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,12,12,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,13,13,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,14,14,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Overall,15,15,ITEM_ID_EXACT,AUTO,100.0,57085.0,0.0,-57085.0,-1.0,True
Overall,17,17,ITEM_ID_EXACT,AUTO,100.0,57085.0,0.0,-57085.0,-1.0,True
